1610738100.0,35796.25000000,35928.69000000,35672.28000000,35810.95000000,831.84614700,1610738999999,29775272.03854692,21190,470.73596000,16852847.43790980,0
1610739000.0,35810.94000000,35907.01000000,35445.55000000,35591.26000000,863.70691500,1610739899999,30810175.79937656,21935,437.02146500,15589467.95871607,0
1610739900.0,35586.24000000,35786.25000000,35080.05000000,35217.26000000,1031.04540800,1610740799999,36492405.26470372,24652,499.27952900,17681116.82844563,0
1610740800.0,35218.94000000,35388.00000000,34801.15000000,35332.47000000,1869.49972400,1610741699999,65540794.54494705,41155,873.72914100,30647148.85841182,0
1610741700.0,35333.21000000,35341.85000000,34900.00000000,35293.77000000,1374.51909400,1610742599999,48269417.29624721,30797,708.92916100,24902291.62277847,0
1610742600.0,35295.02000000,35744.11000000,34962.32000000,35409.72000000,1453.30929600,1610743499999,51265251.48324233,33635,746.96949900,26376484.55931403,0
1610743500.0,35411.35000000,35746.24000000,35404.21000000,35605.70000000,829.09097100,1610744399999,29499209.64073362,23663,415.47238500,14782818.82186824,0
1610744400.0,35605.70000000,35870.00000000,35554.13000000,35700.01000000,960.40910400,1610745299999,34305225.35337699,23928,456.43531600,16306927.65500803,0
1610745300.0,35711.48000000,35925.00000000,35623.97000000,35914.99000000,602.18142900,1610746199999,21559242.72544307,15926,266.40992500,9538497.80851817,0
1610746200.0,35912.54000000,36288.65000000,35905.83000000,36272.68000000,1527.13713500,1610747099999,55224240.04119570,30060,924.28012300,33432430.03624714,0
1610747100.0,36272.69000000,36431.75000000,36051.91000000,36234.05000000,1195.98117500,1610747999999,43361428.48541024,25837,616.96818600,22374368.43989057,0
1610748000.0,36233.76000000,36360.00000000,35950.63000000,36221.83000000,708.36183400,1610748899999,25604191.48791838,20468,331.88036900,11998907.89666142,0
1610748900.0,36223.95000000,36300.00000000,36081.27000000,36285.94000000,306.31366100,1610749799999,11077132.39992532,11706,144.13520400,5212061.77062056,0
1610749800.0,36281.51000000,36845.39000000,36270.45000000,36760.24000000,1368.01904400,1610750699999,50180346.84885013,31921,631.64492100,23148628.72029769,0
1610750700.0,36760.11000000,36888.00000000,36570.00000000,36600.00000000,1016.16124400,1610751599999,37304227.83750670,22806,397.30021800,14589685.96952991,0
1610751600.0,36600.00000000,36628.79000000,36401.22000000,36461.39000000,524.52849100,1610752499999,19150263.30319887,15475,241.10946900,8802499.14124630,0
1610752500.0,36461.39000000,36788.91000000,36430.00000000,36626.15000000,594.54753400,1610753399999,21759712.97128528,18620,301.93248900,11049134.66958794,0
1610753400.0,36626.14000000,36880.48000000,36540.82000000,36870.92000000,581.14580400,1610754299999,21326969.54955042,15701,306.92459400,11264371.00094339,0
1610754300.0,36870.92000000,36888.00000000,36639.06000000,36742.22000000,539.88875800,1610755199999,19856100.85542082,14183,266.13216700,9787373.85525858,0
1610755200.0,36737.43000000,37391.07000000,36724.17000000,37323.35000000,1639.14510800,1610756099999,60905125.24835874,36529,947.10888200,35181715.14848994,0
1610756100.0,37323.40000000,37346.87000000,37149.00000000,37194.20000000,782.10784400,1610756999999,29115211.42304726,17794,355.55225300,13235593.29383181,0
1610757000.0,37194.20000000,37428.05000000,37065.55000000,37143.13000000,1116.64363100,1610757899999,41600278.74617150,21960,488.43323900,18199601.29277474,0
1610757900.0,37143.14000000,37300.00000000,37074.15000000,37159.51000000,631.25021900,1610758799999,23478534.52773014,16664,314.03001100,11679896.44454905,0
1610758800.0,37159.51000000,37467.98000000,37159.51000000,37403.37000000,926.83237200,1610759699999,34612364.99667895,19749,510.66196500,19068159.98741096,0
1610759700.0,37406.98000000,37669.00000000,37386.88000000,37391.10000000,1188.14495700,1610760599999,44580909.89314585,23299,625.76048400,23481941.88125854,0
1610760600.0,37391.11000000,37465.78000000,36903.00000000,36908.68000000,1175.71714400,1610761499999,43726467.69321940,24138,553.88881900,20596484.63298617,0
1610761500.0,36908.68000000,37187.20000000,36902.38000000,37005.86000000,811.56480200,1610762399999,30067812.65604011,19322,441.99102500,16374253.27709933,0
1610762400.0,37003.76000000,37227.16000000,36931.12000000,37157.42000000,635.77676100,1610763299999,23604482.86492373,16464,322.94017000,11989791.78557999,0
1610763300.0,37157.43000000,37189.79000000,36443.57000000,36681.32000000,1376.90855000,1610764199999,50576707.31479340,28237,633.05315300,23246829.79753050,0
1610764200.0,36681.51000000,36821.80000000,36467.21000000,36494.63000000,972.71216400,1610765099999,35643834.59744978,20067,501.39343900,18374565.61109503,0
1610765100.0,36494.62000000,36697.13000000,36000.00000000,36224.51000000,1313.46886400,1610765999999,47687082.53989725,26668,622.37635400,22607530.58570145,0
1610766000.0,36224.51000000,36467.52000000,35852.93000000,36381.63000000,1509.28158600,1610766899999,54604667.29525403,25139,707.32071500,25609517.32976255,0
1610766900.0,36381.62000000,36600.00000000,36316.45000000,36445.33000000,784.44659300,1610767799999,28609723.18226246,17747,445.17076300,16234426.23095422,0
1610767800.0,36445.34000000,36536.37000000,36177.94000000,36181.71000000,571.19440500,1610768699999,20782780.06982909,14149,278.61871900,10140311.01342431,0
1610768700.0,36181.71000000,36738.43000000,36178.40000000,36532.92000000,561.07791900,1610769599999,20461867.59545360,15040,328.05539200,11962463.38355187,0
1610769600.0,36532.92000000,36700.00000000,36309.18000000,36385.82000000,510.55638000,1610770499999,18619814.69401529,12403,256.59184800,9358367.91269735,0
1610770500.0,36385.90000000,36481.48000000,36127.16000000,36266.01000000,640.76859800,1610771399999,23253187.06200240,14072,306.14376100,11108951.01398074,0
1610771400.0,36266.01000000,36480.68000000,36182.45000000,36329.46000000,492.43799700,1610772299999,17901567.33444574,12810,234.66864400,8531624.37087990,0
1610772300.0,36336.70000000,36618.74000000,36333.01000000,36574.54000000,445.51911000,1610773199999,16268079.62185711,12255,217.96519700,7959511.46004146,0
1610773200.0,36575.37000000,36646.43000000,36335.64000000,36344.51000000,416.49070200,1610774099999,15190037.28747051,12495,179.20996900,6536593.41836675,0
1610774100.0,36344.50000000,36440.01000000,35800.00000000,35866.44000000,1119.46944300,1610774999999,40318953.29758848,23695,487.85413900,17576115.90448112,0
1610775000.0,35863.73000000,35978.93000000,35520.00000000,35757.86000000,1577.64264600,1610775899999,56397641.56325075,25713,498.48486400,17823046.81557147,0
1610775900.0,35757.85000000,35893.44000000,35589.91000000,35854.37000000,893.78679400,1610776799999,31964656.88150166,19153,425.50466500,15219092.28774497,0
1610776800.0,35854.37000000,36176.47000000,35823.80000000,36119.41000000,900.45132800,1610777699999,32405123.07444726,18868,467.60827200,16829072.70854430,0
1610777700.0,36119.42000000,36230.00000000,35950.00000000,36206.62000000,708.52500300,1610778599999,25568032.21179022,15929,383.57944300,13841397.44549759,0
1610778600.0,36206.18000000,36377.54000000,36190.38000000,36216.66000000,658.94556200,1610779499999,23902028.39055787,15812,341.12763500,12373435.31077169,0
1610779500.0,36216.65000000,36350.00000000,36087.73000000,36112.42000000,775.39573100,1610780399999,28071077.83528225,16165,381.74816500,13821632.39540657,0
1610780400.0,36110.57000000,36890.91000000,36076.50000000,36750.00000000,1407.81301300,1610781299999,51453022.35526524,29291,756.26697900,27641721.27951692,0
1610781300.0,36750.01000000,36959.61000000,36614.50000000,36715.06000000,1052.11180900,1610782199999,38712336.40080153,21651,509.73351100,18751215.00798823,0
1610782200.0,36715.05000000,36800.00000000,36550.00000000,36617.23000000,771.94565600,1610783099999,28308355.90488823,18292,404.19783600,14822877.96675935,0
1610783100.0,36622.74000000,36757.43000000,36548.00000000,36574.86000000,417.11757500,1610783999999,15293073.77369180,13891,209.66674200,7688302.75619858,0
1610784000.0,36565.74000000,36830.00000000,36534.27000000,36750.02000000,668.59326200,1610784899999,24515845.44541823,17634,368.79024300,13525659.98693028,0
1610784900.0,36751.61000000,36790.00000000,36375.88000000,36619.61000000,688.81638800,1610785799999,25185825.73405385,17775,323.28744900,11821982.34018383,0
1610785800.0,36619.61000000,37479.00000000,36544.28000000,37395.76000000,1900.21212400,1610786699999,70729792.08421339,39044,1160.84650100,43202172.40074970,0
1610786700.0,37395.76000000,37500.00000000,37117.72000000,37464.30000000,917.99646500,1610787599999,34247482.49486100,22626,486.81961700,18167322.96245575,0
1610787600.0,37462.57000000,37666.66000000,37200.00000000,37294.01000000,1515.80907300,1610788499999,56677541.62383340,30338,806.81842400,30176640.94424611,0
1610788500.0,37294.01000000,37397.80000000,37238.36000000,37276.54000000,587.28743800,1610789399999,21920948.07142949,16434,330.13704600,12322928.03234691,0
1610789400.0,37272.96000000,37500.00000000,37272.90000000,37306.38000000,584.79287600,1610790299999,21865442.25104878,16760,300.58135700,11240127.79256495,0
1610790300.0,37306.79000000,37500.00000000,37200.00000000,37448.77000000,623.84971700,1610791199999,23320896.46637106,15600,275.77707600,10311103.94690379,0
1610791200.0,37448.78000000,37950.00000000,37448.77000000,37840.57000000,1598.96210900,1610792099999,60448200.51831524,37127,867.71924400,32795692.04832524,0
1610792100.0,37840.56000000,37867.32000000,37646.31000000,37707.20000000,848.47349600,1610792999999,32020015.21912532,17973,332.97041700,12569685.38246526,0
1610793000.0,37707.20000000,37708.38000000,37320.81000000,37404.07000000,1042.80238800,1610793899999,39075326.53552570,23798,455.03268300,17051855.77633262,0
1610793900.0,37404.07000000,37552.98000000,37300.00000000,37410.66000000,649.74081400,1610794799999,24303393.09055213,17199,298.36567800,11163109.03005211,0
1610794800.0,37410.67000000,37486.16000000,37179.41000000,37385.74000000,747.61502000,1610795699999,27902114.17692837,24433,377.36658300,14085769.73340983,0
1610795700.0,37385.74000000,37568.60000000,37181.95000000,37547.57000000,719.95569200,1610796599999,26895396.95572955,24607,403.79304100,15086967.83420509,0
1610796600.0,37547.58000000,37838.23000000,37485.10000000,37756.93000000,862.22875200,1610797499999,32491177.66990148,27240,489.82024100,18457343.60609227,0
1610797500.0,37756.93000000,37760.21000000,37518.51000000,37680.00000000,589.00088600,1610798399999,22160244.64973128,21984,283.12751900,10652147.70564377,0
