1621746000,37198.73000000,37198.73000000,36800.00000000,36865.71000000,719.65522900,1621746299999,26572765.41186316,14548,254.15037700,9380982.69149988,0
1621746300,36862.67000000,36890.15000000,36572.41000000,36757.55000000,870.39364500,1621746599999,31998670.85050284,15013,314.88678600,11577631.45781457,0
1621746600,36757.55000000,36871.63000000,36666.91000000,36867.42000000,414.04344300,1621746899999,15233146.21190573,9391,180.52897600,6640985.55039102,0
1621746900,36867.42000000,36867.42000000,36647.37000000,36718.01000000,352.26631600,1621747199999,12939417.71711792,9008,161.47259300,5931658.32640061,0
1621747200,36715.71000000,37112.39000000,36709.73000000,37075.71000000,462.09338600,1621747499999,17056061.61602551,10706,274.68585500,10137385.14219650,0
1621747500,37064.01000000,37071.72000000,36855.00000000,36941.51000000,245.12174200,1621747799999,9056488.24925453,7088,123.68562700,4570126.00966281,0
1621747800,36941.51000000,37000.00000000,36883.94000000,36934.19000000,238.50015600,1621748099999,8808670.37302946,6447,140.71883000,5197207.27281427,0
1621748100,36934.19000000,37061.83000000,36910.23000000,37017.63000000,321.26048000,1621748399999,11877084.08246408,7270,220.16127000,8138533.53390407,0
1621748400,37015.77000000,37060.02000000,36905.88000000,37056.28000000,149.48082300,1621748699999,5528218.73289961,6322,70.32087700,2600315.45311038,0
1621748700,37056.08000000,37089.00000000,36950.84000000,37055.90000000,160.96275100,1621748999999,5960721.62312579,5782,76.70758100,2840908.36016957,0
1621749000,37055.90000000,37087.99000000,36883.46000000,37075.00000000,297.46587500,1621749299999,10997768.85195337,7928,166.59728100,6160553.39209581,0
1621749300,37075.00000000,37075.00000000,36877.94000000,36883.04000000,194.69310100,1621749599999,7206090.45587251,6356,72.91962800,2698934.20233214,0
1621749600,36879.99000000,37200.00000000,36683.46000000,37143.97000000,523.44473700,1621749899999,19304528.61860749,13181,279.40619600,10310808.72229349,0
1621749900,37148.47000000,37323.23000000,36765.06000000,36787.33000000,523.08183100,1621750199999,19358846.12635597,12437,269.47590300,9973434.05939087,0
1621750200,36787.33000000,36945.83000000,36746.15000000,36809.60000000,303.43306700,1621750499999,11174570.01809775,8762,150.22688400,5532003.48795005,0
1621750500,36809.62000000,36818.18000000,36615.39000000,36698.40000000,364.13339000,1621750799999,13369256.31798283,9523,170.22304200,6248989.25513254,0
1621750800,36704.15000000,36741.51000000,36552.32000000,36612.53000000,366.85247500,1621751099999,13435621.34858281,10783,162.21036300,5940873.02398138,0
1621751100,36612.53000000,36676.10000000,36561.67000000,36577.43000000,290.68320900,1621751399999,10643832.79246719,8057,142.21220300,5206988.87663856,0
1621751400,36577.42000000,36699.51000000,36318.00000000,36686.64000000,864.20748500,1621751699999,31551825.28749299,20306,399.02018600,14576037.11030876,0
1621751700,36686.65000000,36693.15000000,36337.88000000,36439.35000000,544.61357400,1621751999999,19861947.19056331,10917,300.32295500,10949204.11618169,0
1621752000,36442.78000000,36599.29000000,36436.70000000,36545.16000000,293.79249200,1621752299999,10729380.78411838,7837,148.82345600,5435188.96576558,0
1621752300,36545.17000000,36673.37000000,36421.25000000,36607.16000000,421.95094000,1621752599999,15416052.06081062,9569,210.05160000,7672916.85962023,0
1621752600,36607.15000000,36677.53000000,36525.46000000,36529.45000000,266.47795200,1621752899999,9751555.41055511,7544,137.00818700,5013573.22619291,0
1621752900,36529.44000000,36691.71000000,36420.00000000,36650.38000000,602.50146700,1621753199999,22036654.90053506,12142,301.43933300,11022383.83611593,0
